product_name,variant_name,variant_price,variant_sku,Variant values Stock,parent,Favourite,Product Description, Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,Protective Cover,26.7,TRU-3310-COVER,54,IRN-M-Cover,,,,,1,,,,,,1600,,,,,,,,
IRS-F-BSP,,POA,,POA,,,,ISO 5675 Agricultural Female (Ball) Coupling Push-Pull x BSPP Female,,Body,BSPP F,,,,,16450,http://localhost/truflow/public/admin/images/csv_product_img/IRS-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1/2ISO5675(AgriculturalPush-PullBody(BallType X1/2BSPPFemale,55.85,F-IRS-12-A-BSP,298,IRS-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
IRS-V-F-BSP,,POA,,POA,,,,ISO 5675 Agricultural Female (Poppet) Coupling Push-Pull x BSPP Female,,Body,BSPP F,,,,,16450,http://localhost/truflow/public/admin/images/csv_product_img/IRS-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1/2ISO5675(AgriculturalBodyPush-Pull(PoppetValveX1/2BSPPFema,55.85,F-IRS-12-VA-BSP,77,IRS-V-F-BSP,,,,,1/2,1/2,,,,,808,,,,,,,,
IR-V-F-BSP,,POA,,POA,,,,ISO 5675 Agricultural Female (Poppet) Coupling x BSPP Female,,Body,BSPP F,,,,,16420,http://localhost/truflow/public/admin/images/csv_product_img/IR-V-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1-0 ISO 5675(Agricultural)Body(Poppet Valve)X1-0 BSPP Female,126.3,F-IR-100-V-BSP,8,IR-V-F-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/4 ISO 5675(Agricultural)Body(Poppet Valve)X1/4 BSPP Female,31.3,F-IR-14-V-BSP,152,IR-V-F-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4ISO5675(FASTER Interchange)Body(PoppetValveX3/4BSPPFemale,77.7,F-IR-34-VFA-BSP,86,IR-V-F-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8 ISO 5675(Agricultural)Body(Poppet Valve)X3/8 BSPP Female,34.6,F-IR-38-V-BSP,103,IR-V-F-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
,1/4 ISO B Body X 1/4 BSPP Female - Brass W/- Viton seal,85.5,F-IR-BO-14V-BSP,409,IR-V-F-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
IR-V-M-BSP,,POA,,POA,,,,ISO 5675 Agricultural Male (Poppet Style) Coupling x BSPP Female,,Body,BSPP F,,,,,16430,http://localhost/truflow/public/admin/images/csv_product_img/IR-V-M.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , Agricultural,,,
,1-0 ISO 5675(Agricultural)Nipple(Poppet Valve)X1-0BSPPFemale,67.35,M-IR-100-V-BSP,40,IR-V-M-BSP,,,,,1,1,,,,,1616,,,,,,,,
,1/4 ISO5675(Agricultural)Nipple(PoppetValve)X1/4 BSPP Female,13.65,M-IR-14-V-BSP,388,IR-V-M-BSP,,,,,1/4,1/4,,,,,404,,,,,,,,
,3/4ISO5675(FASTERInterchange)Nipple(PoppetValve)X3/4BSPPFema,39.55,M-IR-34-VFA-BSP,103,IR-V-M-BSP,,,,,3/4,3/4,,,,,1212,,,,,,,,
,3/8ISO5675(Agricultural)Nipple(PoppetValve)X 3/8 BSPP Female,15.1,M-IR-38-V-BSP,60,IR-V-M-BSP,,,,,3/8,3/8,,,,,606,,,,,,,,
ISOA-F-PLUG,,POA,,POA,,,,Plug to suit ISO A Female Coupling,,Body,,,,,,16470,http://localhost/truflow/public/admin/images/csv_product_img/QR Plug.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO A,,,
,Plug To Suit 1/2 ISO A & ISO 5675 Body - PVC,11.85,TM-12,-1,ISOA-F-PLUG,,,,,1/2,,,,,,800,,,,,,,,
,Plug To Suit 1-0 ISO A Body - PVC,17.75,TMB-100,136,ISOA-F-PLUG,,,,,1,,,,,,1600,,,,,,,,
,Plug To Suit 1/4 ISO A Body - PVC,8.3,TMB-14,88,ISOA-F-PLUG,,,,,1/4,,,,,,400,,,,,,,,
,Plug To Suit 3/4 ISO A Body - PVC,13.05,TMB-34,92,ISOA-F-PLUG,,,,,3/4,,,,,,1200,,,,,,,,
,Plug To Suit 3/8 ISO A Body - PVC,9.5,TMB-38,50,ISOA-F-PLUG,,,,,3/8,,,,,,600,,,,,,,,
ISOA-M-CAP,,POA,,POA,,,,Cap to suit ISO A Male Coupling,,Body,,,,,,16480,http://localhost/truflow/public/admin/images/csv_product_img/QR Cap.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO A,,,
,Cap To Suit 1/2 ISO A & ISO 5675 Nipple - PVC,12.95,TF-12,-10,ISOA-M-CAP,,,,,1/2,,,,,,800,,,,,,,,
,Cap To Suit 1-0 ISO A Nipple - PVC,17.75,TFB-100,91,ISOA-M-CAP,,,,,1,,,,,,1600,,,,,,,,
,Cap To Suit 1/4 ISO A Nipple - PVC,9.4,TFB-14,109,ISOA-M-CAP,,,,,1/4,,,,,,400,,,,,,,,
,Cap To Suit 3/4 ISO A Nipple - PVC,12.15,TFB-34,170,ISOA-M-CAP,,,,,3/4,,,,,,1200,,,,,,,,
,Cap To Suit 3/8 ISO A Nipple - PVC,9.5,TFB-38,62,ISOA-M-CAP,,,,,3/8,,,,,,600,,,,,,,,
J10M,,POA,,POA,,,,JIC Male X JIC Male Bulkhead,,JIC M,JIC BH,,,,,12450,http://localhost/truflow/public/admin/images/csv_product_img/J10M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,7/16 JIC Male X 7/16 JIC Male Bulkhead,9.3,J10M-04-04,171,J10M,,,,,7/16,7/16,,,,,4-Apr,,,,,,,,
,9/16 JIC Male X 9/16 JIC Male Bulkhead,7.6,J10M-06-06,578,J10M,,,,,9/16,9/16,,,,,6-Jun,,,,,,,,
,3/4 JIC Male X 3/4 JIC Male Bulkhead,9.75,J10M-08-08,196,J10M,,,,,3/4,3/4,,,,,8-Aug,,,,,,,,
,7/8 JIC Male X 7/8 JIC Male Bulkhead,11,J10M-10-10,342,J10M,,,,,7/8,7/8,,,,,10-Oct,,,,,,,,
,1-1/16 JIC MaleX1-1/16 JIC Male Bulkhead,19.3,J10M-12-12,434,J10M,,,,,1 1/16,1 1/16,,,,,12-Dec,,,,,,,,
,1-5/16 JIC MaleX1-5/16 JIC Male Bulkhead,30.1,J10M-16-16,341,J10M,,,,,1 5/16,1 5/16,,,,,16-16,,,,,,,,
,1-5/8 JIC Male X 1-5/8 JIC Male Bulkhead,43.1,J10M-20-20,31,J10M,,,,,1 5/8,1 5/8,,,,,20-20,,,,,,,,
,1-7/8 JIC Male X 1-7/8 JIC Male Bulkhead,150,J10M-24-24,42,J10M,,,,,1 7/8,1 7/8,,,,,24-24,,,,,,,,
,2-1/2 JIC Male X 2-1/2 JIC Male Bulkhead,185,J10M-32-32,10,J10M,,,,,2 1/2,2 1/2,,,,,32-32,,,,,,,,
J1FM,,POA,,POA,,,,JIC Female X JIC Mae,,JIC F,JIC M,,,,,12460,http://localhost/truflow/public/admin/images/csv_product_img/J1FM.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,3/8 JIC Female X 7/16 JIC Mae,9.4,J1FM-03-04,48,J1FM,,,,,3/8,7/16,,,,,4-Mar,,,,,,,,
,7/16 JIC Female X 7/16 JIC Male w/- 0.4mm Restriction,10.7,J1FM-04-04-R0.4,100,J1FM,,,,,7/16,7/16,,,,,04-04-R0.4,,,,,,,,
,7/16 JIC Female X 7/16 JIC Male w/- 0.6mm Restriction,10.7,J1FM-04-04-R0.6,173,J1FM,,,,,7/16,7/16,,,,,04-04-R0.6,,,,,,,,
,7/16 JIC Female X 9/16 JIC Male,10.19,J1FM-04-06,202,J1FM,,,,,7/16,9/16,,,,,6-Apr,,,,,,,,
,7/16 JIC Female X 3/4 JIC Male,13.5,J1FM-04-08,41,J1FM,,,,,7/16,3/4,,,,,8-Apr,,,,,,,,
,1/2 JIC Female X 7/16 JIC Male,16.89,J1FM-05-04,0,J1FM,,,,,1/2,7/16,,,,,4-May,,,,,,,,
,1/2 JIC Female X 9/16 JIC Male,15.6,J1FM-05-06,0,J1FM,,,,,1/2,9/16,,,,,6-May,,,,,,,,
,9/16 JIC Female X 7/16 JIC Male,6.95,J1FM-06-04,855,J1FM,,,,,9/16,7/16,,,,,4-Jun,,,,,,,,
,9/16 JIC Female X 1/2 JIC Male,17.05,J1FM-06-05,13,J1FM,,,,,9/16,1/2,,,,,5-Jun,,,,,,,,
,9/16 JIC Female X 9/16 JIC Male,12.06,J1FM-06-06,10,J1FM,,,,,9/16,9/16,,,,,6-Jun,,,,,,,,
,9/16 JIC Female X 9/16 JIC Male w/- 0.6mm Restriction,10.7,J1FM-06-06-R0.6,88,J1FM,,,,,9/16,9/16,,,,,06-06-R0.6,,,,,,,,
,9/16 JIC Female X 9/16 JIC Male w/-  0.9mm Restriction,10.9,J1FM-06-06-R0.9,460,J1FM,,,,,9/16,9/16,,,,,06-06-R0.9,,,,,,,,
,9/16 JIC Female X 3/4 JIC Male,11.49,J1FM-06-08,26,J1FM,,,,,9/16,3/4,,,,,8-Jun,,,,,,,,
,9/16 JIC Female X 7/8 JIC Male,18.81,J1FM-06-10,20,J1FM,,,,,9/16,7/8,,,,,10-Jun,,,,,,,,
,3/4 JIC Female X 7/16 JIC Male,7.35,J1FM-08-04,123,J1FM,,,,,3/4,7/16,,,,,4-Aug,,,,,,,,
,3/4 JIC Female X 9/16 JIC Male,10.1,J1FM-08-06,209,J1FM,,,,,3/4,9/16,,,,,6-Aug,,,,,,,,
,3/4 JIC Female X 7/8 JIC Male,12.68,J1FM-08-10,128,J1FM,,,,,3/4,7/8,,,,,10-Aug,,,,,,,,
,3/4 JIC Female X 1-1/16 JIC Male,19.07,J1FM-08-12,76,J1FM,,,,,3/4,1 1/16,,,,,12-Aug,,,,,,,,
,3/4 JIC Female X 1-5/16 JIC Male,43.5,J1FM-08-16,13,J1FM,,,,,3/4,1 5/16,,,,,16-Aug,,,,,,,,
,7/8 JIC Female X 7/16 JIC Male,9.4,J1FM-10-04,44,J1FM,,,,,7/8,7/16,,,,,4-Oct,,,,,,,,
,7/8 JIC Female X 9/16 JIC Male,7.8,J1FM-10-06,115,J1FM,,,,,7/8,9/16,,,,,6-Oct,,,,,,,,
,7/8 JIC Femlae X 3/4 JIC Male,13.1,J1FM-10-08,253,J1FM,,,,,7/8,3/4,,,,,8-Oct,,,,,,,,
,7/8 JIC Female X 1-1/16 JIC Male,19.07,J1FM-10-12,42,J1FM,,,,,7/8,1 1/16,,,,,12-Oct,,,,,,,,
,7/8 JIC Female X 1-5/16 JIC Male,25.41,J1FM-10-16,1,J1FM,,,,,7/8,1 5/16,,,,,16-Oct,,,,,,,,
,1-1/16 JIC Female X 7/16 JIC Male,40.89,J1FM-12-04,72,J1FM,,,,,1 1/16,7/16,,,,,4-Dec,,,,,,,,
,1-1/16 JIC Female X 9/16 JIC Male,17.8,J1FM-12-06,102,J1FM,,,,,1 1/16,9/16,,,,,6-Dec,,,,,,,,
,1-1/16 JIC Female X 3/4 JIC Male,16,J1FM-12-08,552,J1FM,,,,,1 1/16,3/4,,,,,8-Dec,,,,,,,,
,1-1/16 JIC Female X 7/8 JIC Male,16.7,J1FM-12-10,180,J1FM,,,,,1 1/16,7/8,,,,,10-Dec,,,,,,,,
,1-1/16 JIC Female X 1-5/16 JIC Male,24.42,J1FM-12-16,20,J1FM,,,,,1 1/16,1 5/16,,,,,16-Dec,,,,,,,,
,1-3/16 JIC Female X 1-1/16 JIC Male,17.3,J1FM-14-12,10,J1FM,,,,,1 3/16,1 1/16,,,,,14-12,,,,,,,,
,1-5/16 JIC Female X 7/16 JIC Male,39.75,J1FM-16-04,20,J1FM,,,,,1 5/16,7/16,,,,,16-04,,,,,,,,
,1-5/16 JIC Female X 9/16 JIC Male,31.07,J1FM-16-06,35,J1FM,,,,,1 5/16,9/16,,,,,16-06,,,,,,,,
,1-5/16 JIC Female X 3/4 JIC Male,18.7,J1FM-16-08,80,J1FM,,,,,1 5/16,3/4,,,,,16-08,,,,,,,,
,1-5/16 JIC Female X 7/8 JIC Male,22.56,J1FM-16-10,27,J1FM,,,,,1 5/16,7/8,,,,,16-10,,,,,,,,
,1-5/16 JIC Female X 1-1/16 JIC Male,17,J1FM-16-12,366,J1FM,,,,,1 5/16,1 1/16,,,,,16-12,,,,,,,,
,1-5/16 JIC Female X 1-5/8 JIC Male,39.4,J1FM-16-20,45,J1FM,,,,,1 5/16,1 5/8,,,,,16-20,,,,,,,,
,1-5/16 JIC Femalle X 1-7/8 JIC Male,104.73,J1FM-16-24,0,J1FM,,,,,1 5/16,1 7/8,,,,,16-24,,,,,,,,
,1-5/8 JIC Female X 3/4 JIC Male,38.8,J1FM-20-08,13,J1FM,,,,,1 5/8,3/4,,,,,20-08,,,,,,,,
,1-5/8 JIC Female X 1-1/16 JIC Male,29.95,J1FM-20-12,34,J1FM,,,,,1 5/8,1 1/16,,,,,20-12,,,,,,,,
,1-5/8 JIC Female X 1-5/16 JIC Male,30,J1FM-20-16,116,J1FM,,,,,1 5/8,1 5/16,,,,,20-16,,,,,,,,
,1-5/8 JIC Female X 1-7/8 JIC Male,154.15,J1FM-20-24,35,J1FM,,,,,1 5/8,1 7/8,,,,,20-24,,,,,,,,
,1-7/8 JIC Female X 1-1/16 JIC Male,70.4,J1FM-24-12,1,J1FM,,,,,1 7/8,1 1/16,,,,,24-12,,,,,,,,
,1-7/8 JIC Female X 1-5/16 JIC Male,90.19,J1FM-24-16,36,J1FM,,,,,1 7/8,1 5/16,,,,,24-16,,,,,,,,
,1-7/8 JIC Female X 1-5/8 JIC Male,61,J1FM-24-20,57,J1FM,,,,,1 7/8,1 5/8,,,,,24-20,,,,,,,,
,1-7/8 JIC Female X 2-1/2 JIC Male,79.75,J1FM-24-32,16,J1FM,,,,,1 7/8,2 1/2,,,,,24-32,,,,,,,,
,2-1/2 JIC Female X 1-7/8 JIC Male,118.35,J1FM-32-24,40,J1FM,,,,,2 1/2,1 7/8,,,,,32-24,,,,,,,,
J1FS,,POA,,POA,,,,JIC Female Swivel X JIC Female Swivel,,JIC F,JIC F,,,,,12470,http://localhost/truflow/public/admin/images/csv_product_img/J1FS.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,7/16 JIC Female Swivel Joiner,18.76,J1FS-04-04,64,J1FS,,,,,7/16,7/16,,,,,4-Apr,,,,,,,,
,9/16 JIC Female Swivel Joiner,18.5,J1FS-06-06,73,J1FS,,,,,9/16,9/16,,,,,6-Jun,,,,,,,,
,3/4 JIC Female Swivel Joiner,24.42,J1FS-08-08,22,J1FS,,,,,3/4,3/4,,,,,8-Aug,,,,,,,,
,7/8 JIC Female Swivel Joiner,25.3,J1FS-10-10,36,J1FS,,,,,7/8,7/8,,,,,10-Oct,,,,,,,,
,1-1/16 JIC Female Swivel Joiner,35.5,J1FS-12-12,34,J1FS,,,,,1 1/16,1 1/16,,,,,12-Dec,,,,,,,,
,1-5/16 JIC Female Swivel  Joiner,37.95,J1FS-16-16,154,J1FS,,,,,1 5/16,1 5/16,,,,,16-16,,,,,,,,
,1-5/8 JIC Female Swivel Joiner,67.95,J1FS-20-20,12,J1FS,,,,,1 5/8,1 5/8,,,,,20-20,,,,,,,,
,1-7/8 JIC Female Swivel Joiner,101.05,J1FS-24-24,9,J1FS,,,,,1 7/8,1 7/8,,,,,24-24,,,,,,,,
J1M,,POA,,POA,,,,JIC Male X JIC Male,,JIC M,JIC M,,,,,12480,http://localhost/truflow/public/admin/images/csv_product_img/J1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,7/16 JIC Male X 7/16 JIC Male,2.45,J1M-04-04,1280,J1M,,,,,7/16,7/16,,,,,4-Apr,,,,,,,,
,7/16 JIC Male X 9/16 JIC Male,5,J1M-04-06,480,J1M,,,,,7/16,9/16,,,,,6-Apr,,,,,,,,
,7/16 JIC Male X 3/4 JIC Male,5.5,J1M-04-08,53,J1M,,,,,7/16,3/4,,,,,8-Apr,,,,,,,,
,1/2 JIC Male X 1/2 JIC Male,2.8,J1M-05-05,205,J1M,,,,,1/2,1/2,,,,,5-May,,,,,,,,
,9/16 JIC Male X 9/16 JIC Male,2.45,J1M-06-06,594,J1M,,,,,9/16,9/16,,,,,6-Jun,,,,,,,,
,9/16 JIC Male X 3/4 JIC Male,6.1,J1M-06-08,390,J1M,,,,,9/16,3/4,,,,,8-Jun,,,,,,,,
,9/16 JIC Male X 7/8 JIC Male,7.85,J1M-06-10,35,J1M,,,,,9/16,7/8,,,,,10-Jun,,,,,,,,
,3/4 JIC Male X 3/4 JIC Male,4.3,J1M-08-08,980,J1M,,,,,3/4,3/4,,,,,8-Aug,,,,,,,,
,3/4 JIC Male X 7/8 JIC Male,6.15,J1M-08-10,143,J1M,,,,,3/4,7/8,,,,,10-Aug,,,,,,,,
,3/4 JIC Male X 1-1/16 JIC Male,10.25,J1M-08-12,75,J1M,,,,,3/4,1 1/16,,,,,12-Aug,,,,,,,,
,7/8 JIC Male X 7/8 JIC Male,5.5,J1M-10-10,433,J1M,,,,,7/8,7/8,,,,,10-Oct,,,,,,,,
,7/8 JIC Male X 1-1/16 JIC Male,9.5,J1M-10-12,59,J1M,,,,,7/8,1 1/16,,,,,12-Oct,,,,,,,,
,1-1/16 JIC Male X 1-1/16 JIC Male,9.2,J1M-12-12,458,J1M,,,,,1 1/16,1 1/16,,,,,12-Dec,,,,,,,,
,1-1/16 JIC Male X 1-5/16 JIC Male,11.75,J1M-12-16,173,J1M,,,,,1 1/16,1 5/16,,,,,16-Dec,,,,,,,,
,1-5/16 JIC Male X 1-5/16 JIC Male,12,J1M-16-16,189,J1M,,,,,1 5/16,1 5/16,,,,,16-16,,,,,,,,
,1-5/16 JIC Male X 1-5/8 JIC Male,27.95,J1M-16-20,155,J1M,,,,,1 5/16,1 5/8,,,,,16-20,,,,,,,,
,1-5/16 JIC Male X 1-7/8 JIC Male,133.25,J1M-16-24,0,J1M,,,,,1 5/16,1 7/8,,,,,16-24,,,,,,,,
,1-5/8 JIC Male X 1-5/8 JIC Male,21.5,J1M-20-20,110,J1M,,,,,1 5/8,1 5/8,,,,,20-20,,,,,,,,
,1 5/8 JIC Male X 1 7/8 JIC Male,95.12,J1M-20-24,17,J1M,,,,,1 5/8,1 7/8,,,,,20-24,,,,,,,,
,1-7/8 JIC Male X 1-7/8 JIC Male,65.85,J1M-24-24,189,J1M,,,,,1 7/8,1 7/8,,,,,24-24,,,,,,,,
,1-7/8 JIC Male X 2-1/2 JIC Male,145.3,J1M-24-32,8,J1M,,,,,1 7/8,2 1/2,,,,,24-32,,,,,,,,
,2-1/2 JIC Male X 2-1/2 JIC Male,65,J1M-32-32,5,J1M,,,,,2 1/2,2 1/2,,,,,32-32,,,,,,,,
J1MFS,,POA,,POA,,,,JIC Male X JIC Female Swivel,,JIC M,JIC F,,,,,12490,http://localhost/truflow/public/admin/images/csv_product_img/J1MFS.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,7/16 JIC Male X 7/16 Female Swivel,8.89,J1MFS-04-04,265,J1MFS,,,,,7/16,7/16,,,,,4-Apr,,,,,,,,
,9/16 JIC Male X 9/16 JIC Female Swivel,14.81,J1MFS-06-06,79,J1MFS,,,,,9/16,9/16,,,,,6-Jun,,,,,,,,
,3/4 JIC Male x 3/4 JIC Female Swivel,12.68,J1MFS-08-08,257,J1MFS,,,,,3/4,3/4,,,,,8-Aug,,,,,,,,
,7/8 JIC Male X 7/8 JIC Female Swivel,15.97,J1MFS-10-10,32,J1MFS,,,,,7/8,7/8,,,,,10-Oct,,,,,,,,
,1-1/16 JIC Male X1-1/16 JIC FemaleSwivel,22.34,J1MFS-12-12,72,J1MFS,,,,,1 1/16,1 1/16,,,,,12-Dec,,,,,,,,
,1-5/16 JIC MaleX1-5/16 JIC FemaleSwivel,33.62,J1MFS-16-16,124,J1MFS,,,,,1 5/16,1 5/16,,,,,16-16,,,,,,,,
,1-5/8 JIC Male X 1-5/8 JIC Female Swivel,58.2,J1MFS-20-20,9,J1MFS,,,,,1 5/8,1 5/8,,,,,20-20,,,,,,,,
,1-7/8 JIC Male X 1-7/8 JIC Female Swivel,63.75,J1MFS-24-24,21,J1MFS,,,,,1 7/8,1 7/8,,,,,24-24,,,,,,,,
J1MFS-TP,,POA,,POA,,,,JIC Male X JIC Female Swivel X BSPP Female Test Port,,JIC F,JIC M,BSPP F,,,,4,http://localhost/truflow/public/admin/images/csv_product_img/J1MFS-TP.jpg,Hydraulic , Diagnostics , Test Couplings , Adaptors ,In Line Test Ports,,
,7/16 JIC Male X 7/16 JIC Female Swivel X 1/8 BSPP Test Port,24.89,J1MFS-04-04TP,120,J1MFS-TP,,,,,7/16,7/16,1/8,,,,04-04TP,,,,,,,,
,9/16JICMX9/16JICF/SX1/8BSPPTestPort,40.63,J1MFS-06-06TP,47,J1MFS-TP,,,,,9/16,9/16,1/8,,,,06-06TP,,,,,,,,
,3/4JICMaleX3/4JICF/SX1/8BSPPTestPort,43.8,J1MFS-08-08TP,76,J1MFS-TP,,,,,3/4,3/4,1/8,,,,08-08TP,,,,,,,,
,7/8JICMALEX7/8JICF/SX1/8BSPPTestPort,34.91,J1MFS-10-10TP,38,J1MFS-TP,,,,,7/8,7/8,1/8,,,,10-10TP,,,,,,,,
,1-1/16JICMaleX1-1/16JICF/SX1/8BSPPTestPo,41.67,J1MFS-12-12TP,15,J1MFS-TP,,,,,1 1/16,1 1/16,1/8,,,,12-12TP,,,,,,,,
,1-5/16JICMaleX1-5/16JICF/SX1/8BSPPTestPo,57.04,J1MFS-16-16TP,31,J1MFS-TP,,,,,1 5/16,1 5/16,1/8,,,,16-16TP,,,,,,,,
,1-5/8 JIC Male X 1-5/8 JIC Female Swivel X1/8 BSPP Test Port,111.8,J1MFS-20-20TP,33,J1MFS-TP,,,,,1 5/8,1 5/8,1/8,,,,20-20TP,,,,,,,,
J2AT,,POA,,POA,,,"Meets Flame Resistance Acceptance Designation ""MSHA 2G"".",Jacking Hose (10000PSI),,Hose ID,Hose OD (mm),Max W.P. (psi),Reel Length (m),,,10320,http://localhost/truflow/public/admin/images/csv_product_img/J2AT.jpg,Hydraulic , Hose , Speciality Hose,,,,
,"1/4 Jacking Hose (10,000 PSI W.P.)",34.11,J2AT-04,183.5,J2AT,,,,,1/4,15,10000,107,,,4,,,,,,,,
,"3/8 ID 2-Wire Braid Jack Hose-10,000PSI Static Pressure Only",43.68,J2AT-06,0,J2AT,,,,,3/8,18.8,10000,101,,,6,,,,,,,,
J30ML,,POA,,POA,,,,JIC Male X JIC Male X JIC Male BulkHead (Leg) Tee,,JIC M,JIC M,JIC BH,,,,13960,http://localhost/truflow/public/admin/images/csv_product_img/J30ML.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,7/16JIC Male BulkHead (Leg) Tee,13.4,J30ML-04-04-04,19,J30ML,,,,,7/16,7/16,7/16,,,,4/4/2004,,,,,,,,
,9/16 JIC Male BulkHead( Leg )Tee,28.11,J30ML-06-06-06,8,J30ML,,,,,9/16,9/16,9/16,,,,6/6/2006,,,,,,,,
,3/4 JIC Male Bulkheasd(Leg)Tee,36.73,J30ML-08-08-08,111,J30ML,,,,,3/4,3/4,3/4,,,,8/8/2008,,,,,,,,
,7/8 JIC Male BulkHead (Leg) Tee,25.95,J30ML-10-10-10,5,J30ML,,,,,7/8,7/8,7/8,,,,10/10/2010,,,,,,,,
,1-1/16 JIC Male BulkHead( Leg )Tee,33.95,J30ML-12-12-12,8,J30ML,,,,,1 1/16,1 1/16,1 1/16,,,,12/12/2012,,,,,,,,
,1-5/16 JIC Male BulkHead (Leg) Tee,56.25,J30ML-16-16-16,9,J30ML,,,,,1 5/16,1 5/16,1 5/16,,,,16-16-16,,,,,,,,
J30MR,,POA,,POA,,,,JIC Male X JIC Male X JIC Male BulkHead (Run)Tee,,JIC M,JIC M,JIC BH,,,,13970,http://localhost/truflow/public/admin/images/csv_product_img/J30MR.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,7/16JIC Male BulkHead (Run)Tee,13.4,J30MR-04-04-04,216,J30MR,,,,,7/16,7/16,7/16,,,,4/4/2004,,,,,,,,
,9/16 JIC Male  BulkHead (Run)Tee,25.67,J30MR-06-06-06,176,J30MR,,,,,9/16,9/16,9/16,,,,6/6/2006,,,,,,,,
,3/4 JIC Male Bulkhead( Run) Tee,31,J30MR-08-08-08,40,J30MR,,,,,3/4,3/4,3/4,,,,8/8/2008,,,,,,,,
,7/8 JIC Male BulkHead(Run) Tee,17.4,J30MR-10-10-10,5,J30MR,,,,,7/8,7/8,7/8,,,,10/10/2010,,,,,,,,
,1-1/16 JIC Male BulkHead (Run) Tee,36.25,J30MR-12-12-12,63,J30MR,,,,,1 1/16,1 1/16,1 1/16,,,,12/12/2012,,,,,,,,
,1-5/16 JIC Male BulkHead(Run) Tee,63.15,J30MR-16-16-16,9,J30MR,,,,,1 5/16,1 5/16,1 5/16,,,,16-16-16,,,,,,,,
J3FSML,,POA,,POA,,,,JIC Female Swivel X JIC Female Swivel X JIC Male (Leg),,JIC F,JIC F,JIC M,,,,13980,http://localhost/truflow/public/admin/images/csv_product_img/J3FSML.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,7/16 JIC Female SwivelX7/16JICFemaleSwivelX7/16JICMale(Leg),13.35,J3FSML-04-04-04,20,J3FSML,,,,,7/16,7/16,7/16,,,,4/4/2004,,,,,,,,
,9/16 JIC FemaleSwivelX9/16JICFemaleSwivelX9/16JICMale(Leg),16.45,J3FSML-06-06-06,20,J3FSML,,,,,9/16,9/16,9/16,,,,6/6/2006,,,,,,,,
,3/4 JIC FemaleSwivelX3/4JICFemaleSwivelX3/4JICMale(Leg),20.5,J3FSML-08-08-08,20,J3FSML,,,,,3/4,3/4,3/4,,,,8/8/2008,,,,,,,,
,1-1/16JICFemaleSwivelX1-1/16JICFemaleSwivelX1-1/16JICMaleLeg,32.8,J3FSML-12-12-12,20,J3FSML,,,,,1 1/16,1 1/16,1 1/16,,,,12/12/2012,,,,,,,,
,1-5/16 JIC Fem/Sw X Fem/Sw X Male(Leg),45.95,J3FSML-16-16-16,75,J3FSML,,,,,1 5/16,1 5/16,1 5/16,,,,16-16-16,,,,,,,,
J3M,,POA,,POA,,,,JIC Male Tee,,JIC M,JIC M,JIC M,,,,13990,http://localhost/truflow/public/admin/images/csv_product_img/J3M.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,7/16 JIC Male Tee,10.2,J3M-04-04-04,73,J3M,,,,,7/16,7/16,7/16,,,,4/4/2004,,,,,,,,
,1/2  JIC Male Tee,11.6,J3M-05-05-05,5,J3M,,,,,1/2,1/2,1/2,,,,5/5/2005,,,,,,,,
,9/16 JIC Male Tee,9.5,J3M-06-06-06,513,J3M,,,,,9/16,9/16,9/16,,,,6/6/2006,,,,,,,,
,9/16 JIC Male X 9/16 JIC Male X 3/4 JIC Male(Leg),11.45,J3M-06-06-08,10,J3M,,,,,9/16,9/16,3/4,,,,6/6/2008,,,,,,,,
,3/4 JIC Male X 3/4 JIC Male X 9/16 JIC Male(Leg),13.8,J3M-08-08-06,5,J3M,,,,,3/4,3/4,9/16,,,,8/8/2006,,,,,,,,
